sentence	sentiment
光线暗的时候对焦拉风箱密封不好等	negative
不知道是我利害还是它的防抖功能够劲	neutral
但便携机在图像质量上总是稍欠缺一点还有不能换镜头局限了拍摄题材	negative
曝光补偿单独拨轮很实用	positive
争取每天把影友对这个意见顶起来	neutral
对焦框不会显示	negative
不管你使用哪种	neutral
真的感觉的技术很强大	positive
至少省元	neutral
套头成像颜色偏冷现在多出来的锁定键做的太	positive
白平衡价格也最高	negative
但是像素比较低现在觉得我完全不需要高像素这点下面我会解释对焦点的选择也略蛋疼	negative
它相机里电池自行放电由来已久但在大光圈长焦和闪光灯上还有不足	positive
我也没看到这类塑料机挂然后相机碎了这类事情	neutral
刚看觉得丑的要死	neutral
档案算蛮小的没有确实有点影响出片率	negative
虽然木有像那样完全取消低通	neutral
谈谈感受	neutral
顺便吐槽这几个新出的镜头	negative
三对焦	neutral
太阳下拍人像非常有优势	positive
简单谈一下初步感受	neutral
寸万象素的液晶屏有点落伍了其余的对焦点	positive
的镜头也是一样	neutral
景深预览键没有带来的问题就是握持感	positive
奥巴的机器握感都不好但是像素比较低现在觉得我完全不需要高像素这点下面我会解释	positive
另外还多了一个叫做静音快门吧	positive
广角很爽	positive
显得不好看	neutral
外接闪光灯真丑机身蒙皮磨蚀严重	negative
不得不称赞一下的屏幕色彩	positive
对焦的速度上并不是很突出似乎码率不够	positive
改换了	neutral
以下随便使用	neutral
微距自动对焦较慢不过手感一般	positive
非常强烈的建议	neutral
对焦变得很爽了	positive
从我个人体会来说	neutral
去玩机了．	neutral
因为经常看到有人说的声音一塌糊涂白平衡只能菜单调	negative
直出太差了的工业设计真是倒退了三十年	positive
画质没有什么出彩的地方但是像素比较低现在觉得我完全不需要高像素这点下面我会解释	negative
的我一会不敢超过机身轻小后的缺陷装个都觉得头重脚轻	negative
或以上了	neutral
还算靠谱	neutral
嘛	neutral
只是属于最严重的一类用过/系统的人绝对会受不了的触摸屏	positive
色彩不够鲜艳不过与相比的机身确实短了一些从左到右方向	positive
说明他的电子设计和技术较低端电子取景器有时滞	negative
由于使用了全新的对焦模块	positive
完全不是口袋型的	neutral
便宜好用的自动镜头少机身蒙皮磨蚀严重	positive
成为新一代街机	neutral
但因为绿屏问题实在让我觉得膈应直接出片机内处理锐度过头了点	negative
从以往实际使用看	neutral
不敢带出去	neutral
机身很大	positive
我手持拍摄的出片率较低对焦的确非常非常慢	negative
让你根据需要配备	neutral
因为这一块毕竟不是技术问题了	neutral
其实用过此类机子的都应该知道	neutral
快门声音比我想象的大得多感觉机身的自动白平衡有点问题	positive
同样快门速度夜景手持真的很吃力	negative
掉点漆无所谓	neutral
觉得电池续航能力很一般防抖没有想像中管用	positive
连续的	neutral
对焦速度还稍微跟不上	negative
很多人全副	neutral
它拥有和是相同的的感光元件	neutral
反应速度比有较大提高	positive
毕竟这个价格的倍长焦也就柯达一家了	neutral
另外高感也差很多我发现的色彩非常干	negative
因为之前的的画质堪称垃圾但体积不小	positive
四没有防抖对强光源的处理不好	positive
随意试机	neutral
没什么用处新一代暗处色彩丢失可能是因为噪音太大导致严重降噪抹除了颜色	positive
四连拍	neutral
价格相对昂贵机身塑料感十足	negative
连续拍摄没问题	neutral
自然也沿用了系列大型眼罩	neutral
过曝的话	neutral
又引起了兴趣	neutral
也不好逃出紫边	negative
但是感觉跟还是有一定差距的存取慢	negative
关于	neutral
为什么照片这么小当然这也许是白平衡的问题	negative
看别人又拍的人像	positive
对焦精度太差了目前看感觉照片效果不如上周买的的松下	positive
可是它的机械性能又实在是不好出来的片子更糟	positive
真的就是系统慢了点屏幕用这么差的材料	positive
视窗真大真清晰啊	positive
有时候界面操作都会有些许延时现象档案算蛮小的	negative
最大的问题是为小体积而小体积看着取景器里的对焦点从模糊清晰模糊清晰的过程的确有砸机冲动	negative
但更高的分辨率也使得被摄对象脸部的缺点随之放大	neutral
我所在的城市和其他的大城市不能比啊．．．	neutral
我手可能也比较大吧	neutral
试过边缘对焦主要是高清视频录制清晰度差	positive
结果对焦和色彩让人失望对焦行程做得那么长	negative
而且高感的效果并没有下降	positive
接下来谈一下感受哈	neutral
反正我也从来不用	neutral
电池还行吧	positive
是否可以增大些呢	neutral
对焦烂也就算了奥巴的机器握感都不好	negative
我是从来不敢使用以上的感光度去拍人像的夜景画质很一般	negative
也是如此的设计对焦速度偏慢	positive
现在价格很好	positive
给我的感觉有好也有不好	neutral
像紫边	neutral
开机慢大概秒以上窃以为还是的软件功底差了	negative
结果只有套机	neutral
至于蔡司的光学取景器	neutral
现在的屏幕裸露在外画面颗粒感较强	positive
的感光度在的时候也只能说勉强凑合看没有功能	positive
用转接要好很多但又没有了自动对焦色彩的话	positive
速控转盘的转动阻尼也发生了变化	neutral
话说玩过家的高清视频	neutral
机身内置的滤镜	positive
微距自动对焦较慢暂时还不够丰富的系统	negative
特别是我这样爱玩数码产品的	neutral
尤其是选择对焦点时需要同时用两个转盘来控制	neutral
如果没有视频	neutral
现在的高速储存卡速度很快	neutral
拍的时候不是说我转得太快	neutral
不太舒爽的是	neutral
但是便携性较差底感差	negative
的感光度在的时候也只能说勉强凑合看觉得电池续航能力很一般	negative
特别是一个用户的感受	neutral
是我最看中的	neutral
外拍时不显山不显水	neutral
也不错．	neutral
结论有些难下	neutral
变焦感觉有点慢哦画质没有什么出彩的地方	positive
稳定性照电子快门线和遥控器差的多现在的按键用起来不爽	positive
在室内拍颜色的饱和度都没看出来和有什么差异	neutral
机背部分	neutral
也可以在不断的使用中慢慢的明白自己到底喜欢拍什么	neutral
这个东东里面各项数据都有	neutral
的遮光罩为什么总是做的很松画面也惨不忍睹	positive
人脸识别识别率木有手机或者强最烦人的是不能全时手动	positive
真是屌丝遇到高帅富了	neutral
导致无法进行连续拍摄塑料感强	negative
高清摄像	positive
微距自动对焦较慢	negative
暗部对焦拉风箱机身塑料感强轻	positive
重量为克比克略重	neutral
的手感虽然少了的厚重感充电感觉不是很方便	positive
它的功能上的确有些不足顺便吐槽这几个新出的镜头	positive
配置一般格式连拍坑爹	negative
但可以让你另配	neutral
最不满意的也就对焦系统了但因为绿屏问题实在让我觉得膈应	negative
只有从机顶看觉得造型怪异些	negative
东芝高速卡我用了	neutral
我最不满意的是那个删除键	negative
不喜欢闪光灯的设计稍逊于单反的机械性能	negative
夜景画质很一般液晶屏无法关闭盲拍	negative
大光圈的虚化效果非常好	positive
放在一堆片子里你能明显感觉出不同来	neutral
其实跟着孩子跑也挺乐的	neutral
手柄也太小没有确实有点影响出片率	positive
手感操控性能画质已然全面落后对对焦点的明暗反差要求比较高	positive
快门声在体验时最想让我吐槽的就是它的快门声了不过感觉快门很涩	negative
想想以前在四川拍片	neutral
为什么照片这么小快门声音比我想象的大得多	negative
闪光灯就算了连续自动对焦的速度是最差的	negative
绝对没错	neutral
肩屏显示的信息很多就是紫边太严重	negative
感觉手柄还是略小特别是电池舱盖	positive
不知道它的除尘效果究竟如何	neutral
整体感觉就是一入门机的样子小五就成打酱油的	positive
发现很多跟论坛里的言论比较不同的地方	neutral
店内提供的组合	neutral
胶片和镜头都是可以自由选择的	neutral
快门按了万次	neutral
多块的东西做的跟几千块的一样	neutral
左侧的接口布局有了改变软件不太好使	negative
我之前买过柯达和	neutral
的工业设计到底怎么了系列的画质一般	negative
但便携机在图像质量上总是稍欠缺一点还有不能换镜头局限了拍摄题材对焦慢	positive
就只是怪的色彩只有一个外置接口	positive
没有那感觉和效果是脚底抹油也赶不上	negative
和的高感成像质量相比较而言就有些惨了	negative
自动中的自动根据焦距自动变化最低安全快门的设置显得十分贴心	positive
重启后不能手动	neutral
的镜头直径够大	positive
目前看感觉照片效果不如上周买的的松下没有闪光灯	negative
玩了半年就出掉了主要是边缘成像太差色散严重奥巴的/镜头也是个大块头	negative
夜景画质很一般压缩比有些点	negative
整体感觉就是一入门机的样子操作系统反映速度很慢	positive
艺术效果拍摄时拖尾严重	negative
感觉做的挺笨的	neutral
电池使用寿命短不过该机器已经设计了外接电源的线孔总体上给我的感觉这套系统对焦性能和差不多	negative
